Date,Title,Content,Name,Rating,Version
11/4/2015,Not working well,"1. Jumping between movies causes the app to be stuck on loading spinner forever.

2. There is no option for offline viewing.

3. Skip to next movie sometimes is disabled.

4. No movie title when in full screen mode.

Too bad you didn't fix all those issues on your newly designed app.",Itay101,2,2.1
11/3/2015,Fixed and works great!,Fixed and works great!,Bad stuff ,5,2.1
11/3/2015,Best Ever,This version is the best version in history of PluralSight mobile app for iOS. Great job!,Manav Phuyel,5,2.1
11/3/2015,Huge improvement!,The new version is a huge step forward. The mobile experience is now much closer to the web experience.,Dfwfighter,5,2.1
11/3/2015,Horrible just horrible,"Wow I did not think this app to get any worse. It crashes constantly course progress doesn't work half the buttons cause it to crash. I don't understand why they can't get this app to work last version was horrible as well. I love PluralSight, I love the courses but they have never ever ever been able to create a mobile app it was worth anything. I would be embarrassed if I was the developer who created this. Doesn't work on my iPad mini doesn't work on my iPhone 6 same problems on both not isolated bugs.

How could you release brand-new version on one day and the next day air release a bug fix for like 20 different bugs??",Firearm,1,2.1
11/3/2015,Very buggy app,"Very buggy. Can't find course category to browse courses. Also, not all courses are accessible with this app. I can also see new and popular courses. Not good. If u have not updated the app, stick to what u have. Wait for next fixed up update.",HNP5020,1,2
11/3/2015,The app has a split personality,"The app works wonderfully on my iPhone with iOS 9.1. The app continually crashes on my iPad mini. What bothers me is that I had a superior experience with the previous version of the app on my iPad. It always worked, and always delivered the training quickly. This new app has me sitting for 5 minutes or longer while it attempts to determine if I can log in. Then as soon as I try to watch a course it crashes. I don't understand this because it works fine on my iPhone. Pluralsight needs to fix this yesterday or give me a way to use the older app so I can watch the videos again. They should have tested this better. As a development training company you should know better.",Stroll Taker,2,2
11/3/2015,New version does not work with wireless headphones,"With the previous version of the application I had no issues using any wireless headphones. I have 2 wireless head sets and they both flawlessly with the old version
With the new version 10.02.2015, the application thinks that my wireless headphones are a airplay device. It plays the audio but not video. 
Please advise what is the remedy to this, really don’t want to go back to wired headphones.",WriteBetterDownloadCode,2,2
11/3/2015,So terrible,"This new version is so terrible. Lots of bugs. I am not able to watch any videos, i can only hear audio. When i click done on the video, it brings you back to the home screen but you can still hear the audio in the background. Only way to stop the audio is to terminate the app. Just bring back the old app. Look and feel doesn't matter if the app is non-functional. Very frustrating",Blusil,1,2
11/3/2015,Looks nice. Doesn't work.,"I was really excited when I saw this update. However, it took a really long time just to log on. Then the course list took a long time to load. When I finally got to the course I wanted I couldn't load the Table of Contents. 

So sad. 

Please fix.",Habakkuk4,1,2
11/3/2015,Playlists in the client app!,The mobile app now feels much closer to what we get in the web.  Thanks for all the hard work to revamp the interface!,SergioMion,5,2
11/3/2015,Can't even log in !,Thanks a lot,Nits28,1,2
11/3/2015,Looks Great But Crashes,Crashes every time I try to view a course.,Garensdad,1,2
11/2/2015,Help!,"Updated app crashes on ""resume courses"". Help!",Bigq4mayor,1,2
11/2/2015,very buggy & poor support,"I’ve had issues with the iOS app on my iPad numerous occasions.  Simple things like logging in don’t work (it constantly spins).  If I cancel the login, I will be logged in though.  Trying to save videos offline flat out doesn’t work (app crashes every single time).  After re-install of the app & restart of iPad doesn’t fix it.  I’ve had other issues with the app in the past and contacted support… all they told me is there would be fixes released in the next few months.  I’m embarrassed for Pluralsight… they teach technology courses but it seems obvious their iOS developers haven’t taken the courses.",X-tof,1,2
11/2/2015,No chromecast support,Was not able to find chromecast support. Pretty neat UI.,mkvulp,3,2
11/2/2015,Long overdue,"It's been a long time coming, but this is sooo much better than the old version. The look and feel is fantastic and the search and browse capabilities are much improved.",Squidkabob,5,2
11/2/2015,Mr.,Really difficult to give a positive review when the app crashes as soon as i try to watch a course.,pplavetzki,1,2
11/2/2015,Stable player but still need improvement..,"I am still disappointed that the new app doesn't even has closed caption. This is one of feature that Lynda or udemy have implemented years...

Previous comment: I gave 2 stars becoz it is still missing some features that are so necessary and should be aware by professional programmers like u guys. 1. Bookmarks, 2. Show latest video list, 3 sync the watch list across different devices, 4. active task would switched to itune music if I change the volume from a bluetooth connected device (like my Toyota sienna), which is quite annoyed.  5. I wish it support multitasking since some of the courses here are like podcast that I don't need to look at the screen in order to enjoy it, so I can still do other stuff on my iPad. 6. Last but not least, I found a lot of courses have such a long name that they can't even display full name on the list or player header...
Anyway, it is a stable player but sometime I still need to use browser to 'locate' what I want to watch next before I can start.

Thanks,
Loyal 3yrs customer comment...",Mting923,5,1.9.4
11/2/2015,Great new look,"It's much improved.  I like it. 

But why did it delete my downloaded courses on update?  Not cool.",darkfire-shadows,5,2
10/30/2015,"An embarrassment , loses data and crashes","Seriously guys?  This is embarrassing, Pluralsight is about IT development and the app is horrible.  This is my 4th time deleting and downloading the app again because it lost my modules and the catalogue is empty again.  Again, you are IT developers!  1 star.  I don't care how great the content is, the app is horrible.",Ninja271,2,1.9.4
10/28/2015,What's the point???,"Cannot access bookmarks, no history, app crashes constantly on iOS 9. This app is worthless to me as a mobile tool.",xorgate,1,1.9.4
10/28/2015,Weak,See above,Neesh777,2,1.9.4
10/27/2015,Doesn't work.,Cannot search for any tutorials with latest iOS update.,jinlikesmusic,1,1.9.4
10/27/2015,So very very bad,"Maybe time to hire one of your course developers to write an app that actually works and is useful. This app is not that app! Glad I wasted the time to hunt for the courses I wanted and add them to offline viewing only to discover that none of the modules will actually download! And here is a tip that applies to your website as well - if the course is part of a series, it would be great to just add the entire series to a playlist and/or queue for download. And label the courses so that you know what order they are designed to be watched in without just looking at the publish date and hoping they were published in order. App is trash - don't waste your time. Website is not that much better. Odd for a site that teaches people such things as website design and app development....",Conman-CO,1,1.9.4
10/24/2015,Doesn't get much worse than this,"PluralSight is a wonderful service, but if this is the best they can do for a mobile app, they should just stop pretending to have one and pull it.",CubCuddler,1,1.9.4
10/24/2015,Unstable,It would be a great application if it didn't lose all of your courses and all of the course catalog forcing a reinstall. You would think an organization  doing software training would know how to make stable software. You would be wrong.,Jon Ediger,1,1.9.4
10/20/2015,Useless,Don't bother unless you enjoy passing time by watching applications crash.,DudeWithAnIphone,1,1.9.4
10/18/2015,Rudimentary App,"There's no way to see details like 'last updated', no way to bookmark a title, no way to view existing bookmarks, etc. Very rudimentary app considering the topics covered.",jheydasch,2,1.9.4
10/17/2015,"Content is Great, Important Features Still Lacking","Updated October 17, 2015:

Worse than ever. I love the content, but the iOS app is an embarrassment. Quite frankly, after several years in the App Store, it is irresponsible of Pluralsight to not invest in a complete rewrite. 

======================

As others have mentioned, the content is great. I've learned a tremendous amount, thanks to Pluralsight's content and the ability to access it through this app. The actual video playback works well, but...

...I am very surprised that the app is still missing:

- An easy and quick way to access a category (how difficult is it to add a simple drop down?).

- Access to bookmarks.

- The ability for in-video specific time bookmarks (also needed on the websites).

- Access to the recently watched list.

- The ability to change the ""watched"" status of a video (also desperately needed on the website).

- The app should load up at your previous location, no matter how long the app has been closed down. This is a no-brainer.

- The ability to slow down the content (some speakers do speak too quickly).

- The maximum volume is still way too low, and this is especially noticeable on about half the courses. You can say the iPad is the problem here, but that's not really the case. We can raise the volume in other apps much higher.

Instead of focusing on minor video playback tweaks, please focus on truly needed improvements.",Mark Freedman,1,1.9.4
10/16/2015,Shame on pluralsight an education app teaching programming,"Worst application. Not updated for ios9 keeps crashing often, I have to delete and reinstall to use this app.
I would like to cancel the subscription that I took for a year.
Pluralsight does not bother about their clients and not even update the app after such bad reviews. May be they are too Microsoft focused hence don't bother about iOS.
The features are also bad in iOS even when app works. Search is poor, no way to refresh catalog other than logout and login or delete app and reinstall. It is as bad as content was never there in first place. Pluralsight are you listening?",Sren23,1,1.9.4
10/14/2015,This app is crap,"Needs so much bugs to be fixed.
1. Downloads are so slow
2. When app is not open, downloads stops. It should be able to download in the background like other apps on the iOS platform do
3. When catalog is refreshed which happens automatically, all downloads are deleted and needed to be downloaded again
4. What's about 30 slots for download. Why can't this be more like 100 or depending on storage capacity.
5. Searching for modules is poor. Does not match all modules with the words entered",ticklewow,1,1.9.4
10/12/2015,Ironically poor app,"You cannot access your bookmarks, it doesn't correctly track what I have watched, and on my iPhone 6, it crashes when trying to refresh the catalog.",Nortocs,1,1.9.4
10/12/2015,Embarrassing,This app is downright shameful. Don't bother,Anonymous8646833,1,1.9.4
10/10/2015,Not ready for prime time,"The app forces a huge download every time it's opened. Then it irrecoverably crashes half the time after that.  Even with all the complaints, no updates to app since Mar 2015.",RBHolben,1,1.9.4
10/9/2015,Extremely Limited Interface,At times the App doesn't actually bring back any info. At least it could report that it didn't successfully connect. It will login just fine though. The navigation/search needs a lot of work. Please put more effort into this!,JCRealm,1,1.9.4
10/9/2015,Works inconsistently,"Sometimes catalog goes away, sometimes videos don't show up correctly :(",Torky80,2,1.9.4
10/8/2015,"Great content, app needs a rewrite","Plural sight hosts some great content for technology professionals. Covers a wide array of technologies. The app is pretty much useless though and requires a rewrite. It has issues syncing the catalog, content needs to be sectionalised versus a listing. For every section/technology, give an order to the courses. For the full subscriber (max $$) allow offloading  more content with a single click.",Mtrix78,1,1.9.4
10/7/2015,Obvious features missing and no recent feature updates,"This app is pretty poorly integrated with the user's account settings on the Pluralsight web site.  I'd like to prep up what I'm interested in on the web site and then watch stuff on my iPad, but these issues prevent that:

1. No access to list of bookmarked items.
2. No access to playlists.
3. Recently viewed either seems to never get updated or be sorted wrong--I can't tell because my list is very long and the items at the top have not been watched recently.

These issues pretty much keep me from ever using the app.",TechSavvySam,1,1.9.4
10/7/2015,One of the worst apps I've ever used.,"There's not much I can say that hasn't already been said by other users(the ""Ironically Bad"" review probably sums it up the best). Suffice it to say, this app is borderline unusable. Constant crashes, a clunky blurry mess of an interface that seems to have been initially designed for the iPhone 4 back in 2010. Perhaps they could actually hire a couple qualified iOS developers to fix it...",jjstratton,2,1.9.4
10/6/2015,Crashing and Skipping Parts of Lessons,App crashes and sometimes a lesson will just not finish and chain to the next lesson. Even if you try to refetch that lesson it still won't finish. I have seen this happen frequently. Very inconvenient when trying to use the mobile app.,Cherokee42,1,1.9.4
10/5/2015,Very poorly written app,"It is impossible to actually use this app. Stutters, crashes, loses audio, takes forever to fetch videos, hopelessly horrible.",BXK0,1,1.9.4
10/4/2015,Poorly built app,For a company who educates programmers I think you need to invest and get a company to build you a proper app,comfix,1,1.9.4
10/3/2015,Such a bad app,"How can one of, if not the best IT Training tool out there have the worst app you can imagine!?!?  Seriously guys, use your trainers and sort this rubbish out!",AndyR8939,1,1.9.4
10/2/2015,Missing basic features,It would be nice to be able to see the playlists that I created from the website.,Ashybobashy56,2,1.9.4
9/29/2015,App stopped working post iOS update.,Now can't access any content.,Jjjjjjjd123,1,1.9.4
9/29/2015,"Great product, horrible app","I love pluralsight and its content, but this app is a complete joke.  As a paying customer I expect better than this. As an IT pro it's completely astounding to me that this app was even released.  This app is a waste of everyone's time. Just watch the videos directly from the website.  C'mon Pluralsight, step yo game up.",KeeperOfReal,1,1.9.4
9/27/2015,Horrible,"A$500/year subscription and every time I try to play a video, the app hangs. Good thing I don't count on iOS for this service.",O2bnsv,1,1.9.4
9/26/2015,Horrible app,Horrible. Does not work most of the time,Xsng123fgh,1,1.9.4
9/20/2015,Really bad,It is really sad that a site with so many good instructors has a horrible app. You must try really hard to make this stuff up...,DjOliv3,1,1.9.4
9/20/2015,Ironically bad is right,"It's all been said, the catalog refresh which crashes the app and deletes all your cached modules...ever tried (re) downloading these while traveling in a country with low bandwidth? The lack of sync to web version bookmarks. Searching is a series of reentering the same search string over and over and over again. Forget casting to other devices, I'd just be happy if it worked on THIS device. 

This is nothing short of embarrassing for a company who's purpose is training on technology!",Traecal,1,1.9.4
9/15/2015,Not working :(,"I used to use the app so much, but now it's entirely useless. It displayed null on my most recent lessons and would find anything in search. Now it's completely inoperable.

PLEASE FIX!",C.RODRIGUEZ,1,1.9.4
9/3/2015,Could not even get a course name to show up,"So yeah, even after refreshing the catalog, I could not get a single course listing to show up.  C'mon guys, for a great as your content is, this is totally shameful.  This is as much of your product as your videos themselves, so invest!",Jermookie,1,1.9.4
8/30/2015,Outdated,App looks as if it was written by 5 year old outdated and ugly UI,Why all nick names are taken,1,1.9.4
8/25/2015,Lacks basic functionality,"While it streams presentations fairly well online, the app lacks any form of course bookmarking.
When browsing or searching through available courses, you cannot flag a course for future review or viewing. This makes the app useful only for present viewing.
As an app for a rather expensive learning site, I expected far more.",Hocfutue,2,1.9.4
8/22/2015,Bad app,Where is the bookmarks feature?,Eze1981383738,1,1.9.4
8/16/2015,Useless app,"Dear PluralSight, please have your developers take some of your own courses so that they can create something more useful! I can't believe how bad your app is, when you're a company whose mission mainly is to train others to become better developers.

* Can't login with email (works fine on the web)
* Where's my playlist?
* Where's my bookmarks?
* History doesn't sync
* Horrible UI

Why can't you create some APIs that work across devices? There are a handful of courses on these topics on your site if you need help! And you doesn't seems to care by looking at the numbers of comments and ratings here. You also have courses on how to listen to your customers, too, just in case you didn't know.",xuanvuz,1,1.9.4
8/14/2015,+2 for Ironically Bad,"The videos from Pluralsight teach people how to develop their own apps, yet they can barely release a working app themselves. Maybe they should watch the videos 2x over and try again. I get midway through a video then get the error message that I do not have the authorization to access the video. I pay good money to access the content yet I cannot view the videos on my iPhone.",THEDogtagz,1,1.9.4
8/12/2015,Free QA advise,"- support for chromecast 
- crashed iOS so good it rebooted the device 
- can't login maybe because the username has a dash",nolascoin,1,1.9.4
8/10/2015,Completely Worthless,"This app really has no value at all. It does allow you to browse the list of courses, but does not seem to actually it into account information. No bookmarks. The recently watched list rarely loads. Nothing of any real use is actually functional.

Do yourself a favour and just load the website in your browser. There are some issues with scrolling if you do so, but it is fully functional. Unlike this worthless app.",Tetrafluoroethane,1,1.9.4
8/2/2015,Needs update badly,Lousy user experience.,J1234m5678ck,1,1.9.4
7/31/2015,Updating catalog crashes 100%,"This is literally unusable. Because updating the catalog crashes the app every time, there are no videos to watch. 

Must have been written by an architect ;(",EEEMDW Inc.,1,1.9.4
7/31/2015,Poor design,IT training giant has very poor app. U guys teach us how to build better application however yr own app is not well designed and lacks features. I haven't seen any updates in like years for this app. Y does the app refreshes catalog every time and y does it take like half a minute? How come we can't cast it to TV? When will there be an app for Roku? I love all the trainings but lack of futures is very annoying. Thanks. Looking forward to better app. 😀,TrueReviewByMe,1,1.9.4
7/26/2015,Somewhat does the job.,Hang very often trying to build database. Need a lot of improvement. Thanks.,Anphamthanh,2,1.9.4
7/25/2015,Does not work,It still does not work.,Zeljko.Todor,1,1.9.4
7/21/2015,Just removes you videos.,"Settled in on the train this morning looking forward to continuing watching a video. Except all the videos I had downloaded were gone. ""No videos for you!""",jdrans,2,1.9.4
7/11/2015,Good content bad app,The content that this app displays is very good – but the app itself is terrible. It continually breaks and has to be deleted and reinstalled.  Only stores a limited amount of content which is really frustrating because you have to delete something that's on there to get something else.,Gradient4765,1,1.9.4
7/11/2015,One Simple Request...,"I think we can all agree the current version of this software is crap and ""ironically bad"" as one other reviewer put it. But if there is one small bandage I could ask for: 
Please do not allow the software to automatically update the catalog. It breaks the app every single time.  The current workaround is to turn on airplane mode when I want to use the app, but then I'm restricted to the downloaded offline videos only. If I want to use anything else or when the app breaks, I have to uninstall and reinstall and download everything all over again. 
Please do not allow the software to automatically update the catalog. One-star app in its current form. Thank you.",ReggieR13,1,1.9.4
7/9/2015,Nothing seem to work,Search does not work,Kawaldeep Singh,1,1.9.4
7/5/2015,"Great content, poor app","The training content from pluralsight is second to none. It's fantastic.

This app, on the other hand, has 2 main problems:

1.  Most of the time when I open it, it does some sort of processing such that I have to wait 2-3 minutes before I can do anything in the app.

2. The list of watched content on this app does not synchronize with the list of watched content on the website.  This is very frustrating.

As a feature request, I would love it if there would be a way to see what content had been recently added.",tl4I,2,1.9.4
7/4/2015,Limited features,"Using for 1 year.

Pros:
1. Useful.
2. Portable.
3. Works with projection technology like Chromecast etc.

Cons
1. Search feature is slow.
2. Search donot sync up with desktop search. 
3. Looses connection with Chromecast in the middle of playing video. Cannot maintain stable connection. Always have to reconnect.",SagarRao,3,1.9.4
7/2/2015,It is sooo basic,"Imagine a list, that you can click.  That is this app.    The web service seems good, but I would imagine the ipad app must help them lose customers pretty quick with its lack of basic data representation and functionality.",cliffclof,1,1.9.4
6/29/2015,Not up to expectations!,"Good content, if a bit winded and slowly delivered. Biggest issue I have is the terribly slow download speed of videos you are trying to save as 'offline' content for offline viewing. It takes FOREVER, even on WiFi. I expected better from a company that boasts hardcore programming training. They must not be doing so well these days.",Andymoore88,2,1.9.4
6/27/2015,Cannot pickup where you left off,"Recently watched items. Good idea to compensate for inability to see dashboard. But iOS version only retains last 3 watched. 

Come on. Really.",Really paranoid,2,1.9.4
6/25/2015,Plural sight,"This app  has problems at first it is great then 1/2 the time it dose not work. They tell you to remove it & reinstall it. Sometimes that work. Thought it was a net work problem, not. I can stream videos no problem, best is to use files off line & forget network.",C.h.thomas,2,1.9.4
6/23/2015,Very bad app,"i can't see any of the courses, the app takes long to open...shame for a website dedicate to developers.",Pk2castillo,1,1.9.4
6/10/2015,Not good,Plural sight is great but this app is bad. There are no recent courses or history synching. So if you want to continue on your tablet you have to remember the video you were on and reverse when your back at your pc. All of this is fine.  You just expect more for 50 a month.,Qmitchell1,4,1.9.4
6/8/2015,Truly terrible,"I can't sit around work all day and watch plural sight. Instead I would like to do that while commuting on transit. But this app makes that impossible: every launch runs a lengthy ""catalog update"" and any training movie I attempt to load fails to do so with ""fetching..."" Fetching?! These break the app, but there are still other serious annoyances: just opening the app turns off any other audio you may have been listening to, regardless of whether you are just browsing the plural sight catalog. App is a frustrating waste of time.",Foo_bar_baz,1,1.9.4
6/2/2015,Bad,"I paid for the ""upgraded"" version where modules are stored offline. It's great to watch when I'm on the train. Unfortunately, I get prompts for ""Unable to connect to Internet"" when using offline. Even more amazing, the app 'lost' all of the modules I downloaded and displays ""null"" instead. 

Super professional. High quality.",NickyBalboa,1,1.9.4
5/24/2015,"Slow, freezes UI","Opening the app takes 10+ minutes! makes it completely unusable. App gets stuck on ""fetching modules"" screen. If i exit and reopen it, then no content shows up. Has been this way for several updates. 1 star app.",TypeANameHere,1,1.9.4
5/20/2015,Total Disappointment,Awful UI. Mobile App is terrible. Can do better!,Godtum,1,1.9.4
5/19/2015,Terrible app,"Surprising, given the context, but this app is terrible.

+ Crashes the phone on startup sporadically
+ Doesn't sync watched episodes
+ Still not made for iPhone that came out almost a year ago",torsday,1,1.9.4
5/19/2015,This App Blows,It doesn't deserve even 1 star. The funny thing is that it has been like this in years.,jesv8,1,1.9.4
5/15/2015,Ironically Bad,I agree with other reviewers that there's no excuse for a training resource to have such a bad and ill conceived app.  Makes me wonder whether I should even take their training.,DBA-by-day,1,1.9.4
5/5/2015,"I second ""ironically bad""",It has been several months now that this app is just completely unusable on an iPad - not days or weeks MONTHS - for a while I thought eh maybe just this go round is bad but it will be fixed shortly no need to go ding it with a bad review - dear pluralsight- if you have something new in the pipeline please just ship it whatever you've got it doesn't have to be perfect because it can't be worse than this,Sugar-n-Sunshine,1,1.9.4
4/30/2015,Disappointed but....,Disappointing app but the much better option is to visit the site from a web browser in safari. Works perfect for mobile. Maybe that's they didn't focus on the app.,glarkin,1,1.9.4
4/29/2015,Wow,"Such a bad app. Consistently has issues with playback. For a company based on teaching others tech, their app is very lacking.",Silverf1re,1,1.9.4
4/27/2015,Bad experience,App is terribly designed for iPad and iphone. It's very slow. It does not sync across devices and the last watched differs from device to device. The interface is so old,Mr. Cardoz,1,1.9.4
4/27/2015,Crashes a lot!,"It gets stuck at ""fetching video"" and needs to be restarted. It also can't continue AirPlay in background. Needs major improvements.",Bpatel81,1,1.9.4
4/23/2015,The app is crap,"One of the worst apps on my iPad, will try the web page, hope it is better",Pshomov,1,1.9.4
4/23/2015,Worst app,You guys create tutorials and sell them. Possibly should train your app team with those same tutorials!!!,ashneo76,1,1.9.4
4/12/2015,Renders horribly,Renders horribly on iPhone 6 plus,Mc_hamma2015,1,1.9.4
4/7/2015,Lacking features,"The video looks good, but the app does not show my bookmarks and does not sync across devices. It is very difficult to search for the correct video series because many series are not numbered Part 1, 2, etc. 

Videos are good if you can find what you're looking for.",kleinmat4103,2,1.9.4
4/4/2015,I am requesting for the closed-captioning,It's useful for deaf people and Me because some accents I may not understand. That's why I need the closed captioning for me to learn faster.,Williamsp7,2,1.9.4
4/2/2015,Deliver content. Less intro.,The app itself is great but greater care should be placed on content. These courses could be dramatically shorter. Way too much timer spent telling us what we WILL see. Cut this crap out and just show us. It's quality that counts. Not quantity. Also remove the duplication of course names. In the index. It's confusing and reduces credibility.,Scanpancookware,1,1.9.4
3/29/2015,Pluralsight is great!,Unfortunately the iOS application isn't getting any serious updates so it looks like it was designed for an iPhone 3.  I am considering dropping my monthly subscription and using a different service at this point.,MacRules,1,1.9.4
3/28/2015,"Great service, but...","It looks good on my iPhone 6 plus and it works without a problem. I only wish the features were a little better. You guys are the trainers of some big tech brains and your app is missing some great features. I would love to see cast option, now days everyone has something attached to their television to cast with, and with this app it would be great to cast my training to my tv. I listen to this videos on my way home from work, but it would be nice to just play audio instead of the video. If it were to play audio instead of video sometimes I could plug it up and my car and the audio would just play. 

Anyways great service just use those big tech brains!!",tcrowden22,3,1.9.4
3/24/2015,"Works, but barely","Yes, you can watch and browse videos, but that is about it. This app has no place in 2015.",OldShatterhand,2,1.9.4
3/8/2015,Needs Improvement,"The app doesn't sync with web browser history, it's slow, and no video support for iPhone 6/6 Plus.",Anthony Ghattas,2,1.9.4
3/7/2015,Slowwwwwwwww,"Extremely slow to load, opening the app keeps displaying ""processing modules"". Very good dev training courses though.",walk2rem,2,1.9.4
3/7/2015,Still no Digital Tutors login support,Digital Tutors customers do not have usernames and we still cannot use the app to log in. This functionality was promised months ago.,Akhiris,1,1.9.4
3/6/2015,Lacks iPhone 6 plus support,"Decent content however videos look blurry on iPhone 6+ as a result code is unreadable many times.

03/06/2015
Still No support for iPhone 6+",thekkw,1,1.9.4
3/4/2015,App crashing.,"Is it just me or is anyone else experiencing app crash . It restarted my iPhone 5s.

Really not what I expect of pluralsight app.",sidviscious1,1,1.9.3
3/3/2015,Not friendly,"It is one of the worst app I've seen. Very little function. If you don't have the full account and cannot view some courses, the catalog is not filtered. I guess plural sight does not have the interest to make it better because it's a paid service?",Here is JJ,1,1.9.3
3/2/2015,Pretty rough...,"For a training company that has courses on app development and design, this app is surprisingly unpleasant to use.  It's lacking in many features that would seem obvious, and the overall UI feels very dated and simplistic.  Considering the fact that the app hasn't been updated in nearly a year, I can only assume that they've started from scratch and hopefully haven't something much better in the works.  Till then though this app is a surprisingly poor effort from an otherwise great company.",Nickls,2,1.9.3
2/21/2015,The subscription is good. The app is not.,"App features are lacking. Controls will do the wrong thing, like moving to the next module instead of pausing. Account lists and settings do not transfer from the web site.",PiggSkin,2,1.9.3
2/9/2015,Fetching video,"Slow and buggy app. Get used to seeing ""Fetching Video"" on your screen for extended periods of time.",Chkltcow,2,1.9.3
2/4/2015,Lack of features,"The only thing you can do with this is search, browse by category and play videos. I added a series of courses to my playlist on the web site and expected to be able to run through these on my iPad. Even that basic functionality is not supported.",Milliecz,2,1.9.3
1/28/2015,Five stars for user unfriendliness,An almost useless app for a very useful website.,Pawan.Saini,2,1.9.3
1/20/2015,Useless app,The app cannot authorize my premium paid account and completely useless. I planned to watch videos on the go. I regret I paid for thepremium account.,KV-$!-/,1,1.9.3
1/2/2015,Needs digital tutors,"Alright app, but I wish you guys added the content from digital-tutors",ImissMaxis,3,1.9.3
12/20/2014,Bare minimalistic app and poor Chromecast support,"I was excited to see the Chromecast support. The videos stream to Chromecast fine but the controls are buggy. If you are on a middle of a chapter and if you want to skip to the next chapter, then the next chapter won't start from the beginning. It will start from the same time where you left the previous chapter!",Thisisbinod,1,1.9.3
12/19/2014,lacking continuity,"The app is great! I really like how I can watch these great courses on my iPhone/iPad. 
However the app is severely lacking continuity with the website. Although some synchronization occurs with the website, a simple playlist of videos is needed. A user should be able to add videos to the playlist on the app or the website and easily access the playlist from other devices! (App or website)",NickLanding,3,1.9.3
12/16/2014,Updating catalog ?!,"Why do I need to download your catalog ?

Surely I can search the online one?",Vin Za,1,1.9.3
12/12/2014,Player but that's all.,"The service itself is very good. Lots of great videos and training. However, don't plan on doing anything with the mobile app except watching something you search for. The Mobil app is not connected to your Browser version for bookmarks, progress, or anything else that makes this such a great training system. This app really needs some work.",TwiCor,2,1.9.3
11/17/2014,Great App,This app is just what I needed.  Constantly on the go and able to download the modules for later viewing.,11HolyRolla,5,1.9.3
11/9/2014,Resolution issues on 6 plus,Resolution is extremely bad on 6 plus. I compared to a coworker's note 4 and I can't believe the difference! The code is fuzzy and often unreadable making it so hard to follow along in the training. Please fix the resolution problems so the app can live up to iPhone quality.,Infinityiz,5,1.9.3
11/5/2014,Incomplete,Where are my bookmarks?,miraclew,3,1.9.3
10/18/2014,"Doesn't sync my titles, progress","If I watch from normal website then go to the app, my recently viewed titles don't show up, only the ones I watch via this app. And progress for a course doesn't seem to sync.",shenke,2,1.9.3
10/13/2014,Trainings on-the-go,This is an amazing app that allows subscribers to gain access to world-class trainings wherever and whenever.,jon_wayne22,5,1.9.3
10/11/2014,App needs updating,The website had been greatly improved with tags. The mobile app need a major update to match!,christiankelly,2,1.9.3
10/9/2014,Not optimized for iPhone 6,Fonts are blurry please fix ASAP,TNGFan1,1,1.9.3
10/6/2014,Pretty good-needs update for iPhone 6's,"I used this extensively on my 5s and iPad mini, but presentations are blurred on my 6 Plus because of the 'app scale up'. Definitely needs an update for the two new devices ASAP.",ExchangeAdmin,4,1.9.3
9/24/2014,A developer oriented training course provider should do a lot better,"Pluralsight content is great. But the app is not. 

How come the Mechanics own car is leaking oil, batteries are not charged, indicators does not work and the car is really dirty?

These guys lives of teaching us how to do (mostly) development. But their own efforts in the App space is so so so bad. Their App should be the pinnacle of what is possible on iOS and other platforms. They do know the people who could make it happen?

1. Please make certain auto has full bluetooth headset support (start, stop, pause, forward/reverse)
2. Stop the app from taking so long to download/refresh the catalog
3. Make it easier to search and KEEP search result when you jump forward/backwards in search list
4. Sync progress between devices so I can see what I have watched before - even if I delete them from my downloaded content.

the above are just the most annoying features but this app could be so much better in so many different places that it is impossible to list all of them.",kaz996tt,2,1.9.3
9/23/2014,Decent App,"The app is decent.. It could've been nice if they show the date when course was added to the library... Right now, there's no way to tell if the course is outdated or not",Preetham Reddy,5,1.9.3
9/9/2014,Like,Originally had problems but contacted support to find that the service was temporarily down.  Great customer service!,Patrock123,4,1.9.3
9/8/2014,Poor quality app,Doesn't work very well and hard to stay connected. Other apps work fine.,Max-i-pad,1,1.9.3
9/3/2014,Not quite there,"I was really surprised at the lack of follow through on this app. Not having basic options like the date of the recordings, the ability to make a playlist, or really any features outside of selecting and watching videos. I'm definitely excited to see the development of this app but will probably just use the website until it gets better.",mathfun,3,1.9.3
8/23/2014,Updating course catalogue is way too slow,Updating course catalogue at start up time takes way too long. I almost give up using this app every time. Expect a lot more from plural sight. Please improve the app start up time. Taking longer than 30 seconds just to update the list is not acceptable.,chetchetchet,1,1.9.3
8/17/2014,Terrible loading time to update the catalogue,"App is just fine once all course catalogues are loaded. But, it takes really long time to load the complete catalogue. 

This reflects too bad for a technology company engaged in technology training.

Video quality and offline viewing features are great, though.",Pr*t!k,3,1.9.3
8/16/2014,Needs improvement.,I was unable to follow along the videos on shell scripting using my iPhone5. Good job but...Let's get to work!,Anselm kiefer,5,1.9.3
8/10/2014,"Content great, app lacking","I am an avid pluralsight user and advocate. However, both the iPhone and iPad feel unfinished. Especially when contrasted with the knowledge and ability that the content authors present. Things lacking:
- better history
- bookmark support
- fixing that ""refreshing"" experience",Justin Obney,3,1.9.3
