Date,Content,Rating
12/22/2015,Can't login with my Digital Tutors user like on the desktop. :(,1
12/22/2015,It's not perfect but at least the courses are watchable now. Thanks to the developer(s) for fixing the worst problems. Now please stop the app from deleting all my downloads!,3
12/21/2015,"Video not full screen, the automatic chapter playback is broken, no variable speed control,  no autorotate",2
12/21/2015,"I stopped downloading courses to my phone and stream instead, at least that works.",3
12/21/2015,landscape mode not working. App is unusable,1
12/21/2015,Very hard to login.... i had to remove it... it looks great but making an account takes forever,1
12/21/2015,Annoying. Pls fix ASAP,1
12/20/2015,"Really? Best you can do? I haven't found a single redeeming feature. Nothing works properly. Downloads, login, list, search. Not renewing next time if I can't use offline. Now fix it!",1
12/20/2015,"The stupidest app. I miss the previous version where i could watch content offline. Instead of getting better, they took a huge step back and f**** up what was already working well.  Don't know who make these decisions at the company, probably some guy sitting in corner office who's looking at numbers all day long and has no clue about the core product and services.",1
12/20/2015,unusable in offline mode on a Samsun tablet since it requires internet connection while on an iPhone offline mode does not,1
12/19/2015,I am really happy with the update to support casting. It makes it easy to watch the videos on my TV from the comfort of my couch.,5
12/19/2015,"Previous application was working good in my earlier ASUS phone.. Now I have installed in Moto X Play.. My videos are not getting played.  It says 'unexpected error occurred', and nothing plays.. No place in the application where you could configure which media player to be used.  I have MX Player and VLC also.. Running in Android 5.1.1.. Not sure what's the issue...",1
12/18/2015,"Requires an internet connection, doesn't allow storage in sd card, confusing and non-standard UI.",2
12/18/2015,Offline presentations cannot start in offline mode. In very low signal waiting and offline course never starts! Additionally new application releases erases my already downloaded courses!,1
12/16/2015,"The last version broke the landscape mode on my note 3 phone, this makes the video super tiny, unviewable.how can I rollback to the previous version?  I also noted that during the movie there is on the right side , the menu, showing the playlist (for my current course 120 clips), the old app jumped too the current playing movie so that I can navigate more easy, but the new app doesn't jump to the current playing clip anymore 😢",2
12/16/2015,Serious problems with offline courses.  Case 1: Have downloaded courses for offline viewing but wasn't able to play them after the connection was gone.   Case 2: Have cleared the cache. Downloaded courses were gone but icons in the app that tell you if clip is downloaded or not weren't refreshed. App tells me that I have more courses downloaded that I have downloaded for real. Case 3: Can't move downloaded courses to external storage and courses can take quite some space. That's how I got full internal storage while preparing for flight. Case 4: Can't remove downloaded course. But I don't trust myself on that one. I probably just couldn't find the option. Case 5: Changing the playback speed would be nice.,2
12/16/2015,Horrible offline player ...developers of this app please learn some programming lessons from your catalog,1
12/15/2015,Would love chrome cast support,3
12/15/2015,App is ok but cannot see videos in full screen mode..,3
12/15/2015,"Always plays the video from the first module of a course after any video finishes, so I have to select the correct next video manually every time a video ends. Skips back in time when locking and unlocking the screen.",2
12/14/2015,I've been wanting to use this for a while but it doesn't recognize my username. I started off with a digital tutors account and figured it might take a while for them to get DT accounts to work but it's been more than 6 months and I still can't sign in. I want to be able to do some on the go viewing and going to the DT website on a phone doesn't make it easy. Would really like to be able to sign in sometime soon.,1
12/13/2015,"Works okay. Although, as others pointed out already, the offline viewing is terrible. Which is frustrating since offline viewing was a big selling point for getting the premium subscription.",3
12/13/2015,Where are my offline files after closing the app?,1
12/13/2015,"This app has working fine, but I should be able to offline view from where I left off not all the way back to the beginning. 12-8-15 Update: All of my offline viewing files are gone and why do I have sign in every time I use this app. Please fix this, it's very ironic that the same things we pay to learn, this team has not fixed.",2
12/12/2015,"useless to me, subtitles is a must!",2
12/12/2015,"While Pluralsight is excellent, this app has had several issues. But they are starting to fix them! Major issues #2 and #3 (forgetting place in video, and next segment not automatically starting) have been fixed! Remaining major issue: 1. It forgets my credentials and loses downloaded courses approx once a week, which is *super* annoying because I use complex passwords and don't have any of them memorized. Please fix!!!",4
12/11/2015,"12/11 Update:  Upgraded from 1 to 2 stars.  Instead of a total POS, it's only mostly a total POS.  The videos actually play now (unlike before).  Downloaded content sometimes plays (my Plus membership is wasted).  On my Note 4, the video only takes up 60% of the screen with black bars on all sides.  Still no speed control.  Still a MAJOR step backward from the old version.   I love PluralSight's content and the new web interface is decent...but they simply cannot get the app right.  Big Fail.  Don't subscribe if your main viewing method is mobile.  PluralSight needs to fire their entire mobile dev team and hire some real coders.",2
12/11/2015,Does exactly what you expect,5
12/11/2015,Keeps on downloading same clip...completely useless..,1
12/10/2015,Actually the phrase I have come up with is 'shockingly dysfunctional'.  Terribly disappointing and frustrating.  AND THE NEW VERSION IS WORSE.  USELESS FOR OFFLINE VIEWING.  PERHAPS THE DEVS SHOULD TAKE SOME OF YOUR COURSES...,1
12/10/2015,New app is pathetic. Seems they have released beta to customer. Not professional work.,1
12/10/2015,Previous new version was bad this is a lot better thank you,5
12/9/2015,Missing the ability to control playback speed.,3
12/9/2015,"Very important feature missing. Some speakers are too slow to talk and that where we need to accelerate. Update: This new app still sucks.. Where is the course catalog? Can't sort search results, still no playback settings..",2
12/9/2015,"Chromecast support is here at last!! I'm just going to leave this glowing review as a placeholder and come back for complaints later, if I I have any.",5
12/8/2015,Downloaded videos required Internet access? No speed control of the video so i cant listen and watch in 2x speed? I thought the old app was bad... But this is not usable anymore,1
12/8/2015,"Previous versions were horrible. Much better now since 2.1.x. Downloads work, but videos play well. It still not that intuitive, could be improved. But at least now it's useable",3
12/7/2015,"Does not work at all, can't download, can't view online. Can use pluralsight PC version only.",1
12/7/2015,Which genius decided that it was good idea to offer offline access but then require Internet connection to watch downloaded material? Makes you wonder if the people making these brilliant decisions have any common sense.,1
12/7/2015,The new version of the app is absolutely unusable. The app gives a server error when trying to view downloaded content so you actually need a connection to the internet. This of course defeats the purpose of downloading content.,1
12/6/2015,"I wanted to believe the comments were exaggerating but quickly found out that this app is as bad as other comments were saying . Ui is terrible, hard to go back once you start playing a video. Also no playback speed!! I mean wow, this is the most basic feature in any and all cbt video players. The iOS version is so much better.  This one looks like an afterthought.",1
12/6/2015,I've subscribed for Annual Plus plan but it keep on stated I have reached my maximum offline video download limits which I didn't even download once before !!!! We demand for offline viewing in case went to outstation without highspeed internet !!! Please fix this ASAP or else we will demand for refunds seriously !,1
12/6/2015,"Can't find the option of increasing video playback speed. Like others have mentioned, i have to login everytime the app is restarted. Without the playback option the video content is painfully slow to watch. Improve or revert!!!",2
12/6/2015,"When my phone restarted, my credentials is not remembered thus I have to redownload all my offline files! It is not user friendly!!",1
12/5/2015,Videos look informative and useful. App was working fine on first run but on subsequent runs spinner just skips spinning. Disappointing.,2
12/4/2015,This new version is brilliant. Thanks for your work. But speech speed feature is gone :( please put it back...,5
12/4/2015,Login prompts very often... Cannot use downloaded content as with every update it errors out on play,2
12/3/2015,"Upgraded version works well on my OPO. Can't seem to find the playback speed option, but everything else works well for me.  I'm sure polish will come, but good work guys keep improving.  If you're considering checking it out, do it and ignore the overly negative reviews.",4
12/3/2015,"Ok if you have internet connection, otherwise avoid like the plague! Previous versions were poor but at least it sort of worked. Now you need an internet connection to watch downloaded courses! I think the Pluralsight developers would do well to take some of their own courses as it would hopefully lead to a much better product.",1
12/2/2015,Pathetic app till date.,1
12/2/2015,Yay for Chromecast!  Please bring back the option to keep me logged in.  It's really annoying to have to log in every time!  It would also be really nice to allow the audio to play in the background while using other apps.,4
12/1/2015,Offline downloads for my commute are now a complete intermittent mistery. Still no download to SD card. No multi speed playback. GUI is now difficult to use and confusing. Never known an app to take such a backwards step. This app is seriously embarrassing.,1
12/1/2015,"Please, return back the previous version or improve the current one. Internet is required to get access to downloaded offline clips ??? I was very disappointed when sitting in the train I realized that I can watch NOTHING from downloaded videos because I had no Internet. The speed playback is removed (yes, it was not perfect on my android device, but at least I could choose before). The video catalog is cumbersome.  The only improvement is that when the video is switching from one to another the play buttons are not popping up, so it's possible to watch all clips one after another without interruptions.",2
11/30/2015,"The 'offline' viewing facility constantly asks for an internet connection... So you can forget about doing training on your commute... It constantly deletes 'downloaded' courses, or more annoyingly, just large parts of them. It's essentially a paid for app as you are paying an extra subscription for offline viewing, you would think that they would use that revenue to make sure the service worked. Given that you have to stream there's better training available on you tube. A very, very bad app.",1
11/30/2015,"New app works great if you have a data connection and enough data in your cell phone plan you don't mind eating.  If you are trying to download and use offline modules, the app isn't with using.  The app has trouble downloading the modules, resuming where you left off, automatically loading the next section of a module, syncing progress with your online account, and requires you to sign in again whenever there is an update.",2
11/30/2015,"Freezes my phone, video playback struggles.",1
11/29/2015,How is that a company that teach about tecnology does not have an app than can work for DT users,1
11/29/2015,I cant run downloaded courses while I am offline. Instead I get &quot;Unexpected server error&quot;. I have been dealing with Pluralsight support for several months now with no fix in sight. It doesn't leave me with any confidence in them.,1
11/28/2015,In new version I am struggling to view list of all trainings.,1
11/28/2015,"Terrible.  I have no audio at all after the update, making this app completely useless.",1
11/28/2015,"Course viewing history and state is not maintained.   Latest version is a large step backwards. I question whether this was tested outside of your marketing division before being released.   Pluralsight, what has happened to you? You used to be awesome.  N9 Marshmallow.",3
11/28/2015,All paid,1
11/27/2015,Added Chromecast. Thanks.,4
11/27/2015,"Improved from the previous release - so given an extra star  But, why can't I browse the library of videos? Surely a fundamental feature? And, why still no Chromecast support on Android? It's been on IOS for over 18 months!",2
11/27/2015,Cant use my digital tutors account to log in which makes this app useless. The web interface works so will stick with that.,1
11/27/2015,Apperetly the login only works for pluralsight accounts. Which makes no sense.,1
11/26/2015,"This is a nice updated app compared to what it was when the fist gen version was released. Also love the Chromecast implementation. I love watching the courses on TV and taking notes on my laptop at the same time.   Wished that the app - once started, and the tablet is in landscape mode - the app stays in landscape orientation and no change to portrait orientation.",4
11/26/2015,This is the only app that asks me every day my login and my password. Please fix this ASAP.,1
11/26/2015,"Hooray Chromecast, and it's now working the way I would expect. Thank you. I've been looking forward to this for a long time!",5
11/26/2015,Can't sign in because I'm registered with Digital Tutors.. Even though it's a Pluralsight now,2
11/26/2015,Video only uses a small area of the screen. Impossible to view code on a phone,3
11/26/2015,"Hats off to Chromecast support, please add feedback button and managing playlist options",4
11/26/2015,"I was trying to login but app says that my password is wrong,but I can login in the site with same password and username",2
11/26/2015,Works ok but loses track of where I've got to in a course.,3
11/25/2015,"The only issue is the search results that don't match the web version, but besides that it is perfect!",4
11/25/2015,1. Doesn't remember search when using back key after selecting course. 2. Removes search results after scrolling down through them.,3
11/25/2015,nice work!!!,4
11/25/2015,"Now it has chromecast support, cool :)",4
11/25/2015,To many bugs you better stick with watching in the web for now.,2
11/25/2015,Chromecast with autoplay :),4
11/25/2015,"Removing features for the sake of new look? Very, very bad decision!",1
11/25/2015,Huge improvement over the old app. Makes watching pluralsight videos that much more enjoyable.,5
11/25/2015,Much better than before,4
11/25/2015,"I've been through many iterations/phones with this app, all useless. Galaxy Nexus = audio stutter & unusable. Nexus 5 = audio stutter & unusable. Nexus 6P = some highlights...you can't watch a course from where you want to, only where it wants you to...when you do play from where YOU want, at the end of the app it just stops and the video slider is at a random point in the video, making you think that it has stopped suddenly...and today all my offline videos are gone! I could go on but out of characters!",1
11/24/2015,"Fundamental feature is missing: autoplay. Once done viewing with a clip it does not start automatically the next one. In the player, it even does not show list of the course content so that you can manually start the next chapter. Video in a full screen mode is not a full screen and there is no speed selector.",1
11/24/2015,This app is terrible.  Downloads are difficult to find.  The design of the app makes it difficult to navigate anywhere.  You need to login every time you open it. My downloaded content will not play.  This app is worthless.  Very disappointed.  I pay $50 a month I expect your app to work.,1
11/24/2015,"It is of very pool quality, while downloading does not show the progress, does not have the same  comprehensive look of you downloads,etc. People who wrote this and released, should go on one their courses",1
11/24/2015,Offline feature is not working.,2
11/23/2015,Come on guys....I love Pluralsight but this app should not have been published. You teach us best practices and go ahead with this??? While watching downloaded content it appears you still need some connection of sorts or you experience playback errors. In addition to that there are no playback settings; table of contents is empty when viewed from the player; unable to navigate to preceding or following sections....need I go on?,1
11/23/2015,Pluralsight have a great model and content however since redesign of the app it's hopeless,2
11/22/2015,Thanks for the chromecast support,4
11/22/2015,"Pls help.  I get an unexpected error occurred when watching any video.  It also errors out downloading courses.  Basically I am unable watch anything on my phone and must use my computer.  Pls let me know if you need any logs, etc.",1
11/22/2015,"Offline mode does not work on Android device, I just get an unknown server error. How can I revert to the old app, at least it worked?",1
11/22/2015,"Cannot see the table of content in the video player, no content loads. No auto play, moving to the next video in the course is a pain.",2
11/22/2015,Would be good to get the speed controls,4
11/21/2015,"The Pluralsight app offers an excellent user experience with offline playback and Chromecast support.  I started a learning group at work where we sit around the projector and discuss the lessons a few days a week.  I also participate in Coursera, Udacity, and Edx; however Pluralsight is better targeted to the specific needs of my employer.",5
11/21/2015,"Love the update but can't find the playback speed controls for the videos, please fix.",4
11/21/2015,Title says it all. This should of been released as an alpha it's that buggy.,1
11/21/2015,So much better!,5
11/21/2015,Many issues but why on earth would you sacrifice the ability to search via video CATEGORIES...what a stupid board decision your executives have made!,1
11/20/2015,"Seriously? Chromecast support before fixing so many fundamental bugs? I was enthusiastic about giving the new app a chance. But after several weeks of being signed out, off line not working, downloaded courses being deleted and needing redownloading, player not remembering where I am in a course, inexplicable crashes and PS not knowing when I have completed a course. Pretty fed up! Sort it out Pluralsight. You are not a cheap product!",1
11/20/2015,"Source of learning for all, yet the way app is designed - seems dev is still learning. After each update downloaded courses are vanished or untraceable. Need great improvement with UX.",3
11/20/2015,Nice revamp,4
11/20/2015,Have to go to table of content to play each video! That's every 2min for some courses... But it sure looks pretty.,2
11/20/2015,"App should work in landscape mode on a tablet. (Samsung Tab S) Fortunately video plays  landscape. Lots of other bugs reported here. But the most annoying one is the inability to seek. If you navigate away from the app, it will not remember where you were. Also where is some basic functionality while playing video on a tablet. No ability to see where you are in a course. No ability to browse back to course selection. On a tablet all this must be provided in menus on screen. Need a slider on the left for functionality.",3
11/20/2015,I have an offline subscription but it doesn't matter when the app logs you off and doesn't have cached credentials. I've also experienced downloaded courses missing when offline.,1
11/20/2015,"This used to work with a Digital-Tutors account, but it stopped working! I will not give it a better rating without me having the ability to sign in!",1
11/19/2015,"Used the old app for years with little or no problems. In the new app, the offline mode is unusable. It would be nice to be able to downgrade until the new app is production ready.",1
11/19/2015,With the latest updates videos finally play. Cannot get videos to use full screen though. There are huge black borders around the video just wasting space on my Nexus 5.,4
11/19/2015,After a clip it randomly plays another clip from the first module of a course which makes it unusable.,3
11/19/2015,Devs. I dont know what happened to your QA but this app is useless to me now. All downloades courses are lost if you restart de app. The offline mode doesnt work anymore bexause it asks you to sign in. And there is no way yo REMOVE a course! And its been weeks without a fix. Am i the only one that used offline mode?,2
11/18/2015,"This is the first review I have ever wrote for any app but the frustration with this new one is too big to keep quiet. As previews reviews said this is just look over substance, and the look is not even that great (in fact it hinders usability, e.g. the playback controls in the middle of the screen are a very bad idea, I've accidentally pressed them countless times, jumping to next video and back wasting bandwidth...) And why is the speed selection missing? Do developers even try to use the app they write?",1
11/17/2015,Offline mode is buggy and I have to sign in every 5 minutes,1
11/17/2015,The new app does not support offline access. I have downloaded courses that will not load when not connected to a network.,1
11/17/2015,Can't log in with digital tutors account info.,1
11/17/2015,"Since the update it's almost impossible to watch content offline - most of the menus need an active connection meaning browsing to your offline content or different chapter can't be done.  There also seems to be a bug with chapters getting stuck, so it constantly flips back to the wrong chapter when coming to the end of a clip.",1
11/17/2015,"1) When playing a downloaded course, at the end of each clip, instead of advancing to the next one, it goes back to a random clip near the beginning of the lesson. 2) And now I cannot play any downloaded course. It just briefly displays: &quot;an unexpected error has occurred&quot;. Uninstalled, then reinstalled - lost all downloads and still the same - very disappointing - so much frustrating - and ironically this is from a company committed to educate software developers and to promote best practices :(",1
11/17/2015,"Still has many problems that make it extremely difficult to use. It's very frustrating and pathetic that you replaced a working app with this load of rubbish. I can't believe I paid extra for premium to be rewarded with an awful video player that keeps going to the start of the playlist after every clip. I am writing this review while on my commute, as again, I was too frustrated with the app and have given up trying to watch on it. It's ashame I can't give it a lower rating.",1
11/17/2015,No speed controls yet..  Videos come small on big screen..  Other minor issues,2
11/16/2015,The old app had just started to handle downloads correctly; then it gets replaced by something with a whole set of new problems. The new app has less functionality and bugs such as jumping between episodes which makes it difficult to use. Worse it repeatedly loses downloaded content making it useless for my commute. PluralSight are supposed to be software experts? It costs twice the standard subscription to use offline content - we should be able to view that content,2
11/16/2015,1) When a video is finished it will jump to a random video. 2) No way of knowing which video I'm watching. 3) No way of knowing which videos I've already watched. 4) Resume starts at beginning of video.  UPDATE 5th Nov: *With the latest update it crashes when the video starts. *Must sign in every time app starts. UPDATE 10th Nov: Still crashes when video begins. UPDATE 11th Nov: *Doesn't crash anymore. *Reinstalling fixed log in problem. *Still jumps to random video.  This makes it unusable!,1
11/16/2015,I can't watch courses that I have donloaded offline. Previously I could and now on the new app I cant,1
11/16/2015,New version doesn't work properly,1
11/16/2015,"Lots of features have been removed from this beta-esque release. Can't control playback speed. Can't delete downloaded modules individually. Chapter list and on-screen overlay no longer indicate currently playing clip. &quot;Resume Course&quot; starts from very beginning of course instead of actually resuming from last viewed point. All these features existed in the old version and are now suddenly gone. Also, now they are releasing daily &quot;updates&quot; to make recent negative reviews appear outdated. WORST RELEASE EVER.",1
11/16/2015,What a mess - this new version looks good but functionality wise it's a big step backwards,1
11/16/2015,This new user interface is not good.,1
11/16/2015,So the new version now plays videos however it doesn't want to roll over to the next video but starts playing the first vid over and over. Bit embarrassing from a company that has dozens of mobile app development tutorials.,2
11/16/2015,What everyone else said. Style over content and it doesn't even look that nice with it.,2
11/16/2015,"After getting feedback from my colleague, I have never missed a day watching plural sight videos when travelling back from office. Every topic I have viewed has been very well explained.  Update: Missing the download pause and variable speed :-(",5
11/16/2015,Asks to log in often.  Have to re-download courses after login.   Please add back playback speed controls.  -Ability to either pause downloads or restrict data use to wifi only is also missing.  -Starting playback in the middle of the course results in first chapter being queued up after the end of the clip played.,1
11/15/2015,The old app functioned. This one does not. I want a refund for the entire company after you released this crap. Maybe if your going to charge more for premium features you should perhaps make sure they work,1
11/14/2015,I kinly ask you for downgrading app until new version will work also in offline mode. I payed for this services and now can not use it as I planed &quot;offline during travels&quot;.  Also speed control is missing that waste my time. Thanks.,1
11/14/2015,I can't watch downloaded courses after the last update; get an unexpected error message. Can you please look into this? Thanks! :),4
11/14/2015,"No way to speed up/slow down playing, no Chromecast support, no categories browsing etc.",2
11/14/2015,Offline mode requires network connection so can't eve watch downloaded clips when flying.,3
11/14/2015,"Where is the speed control for videos? Where is the progress status for your ongoing courses? How can one remove downloaded videos? Buffering, buffering, buffering and getting worse with every new update.",2
11/13/2015,"Good design, but many bugs and crashes many times, each time ask me for login again, is this app tested !!!",1
11/13/2015,Offline courses disappeared after updating the app!,2
11/13/2015,Bugs galore. Interface failures galore. Basically the same as the poor version put out ages ago. Very disappointing for a paid product.,2
11/13/2015,"New flashy look, same old problems.",1
11/13/2015,I don't know how this version was approved for release. Bugs everywhere,1
11/13/2015,this new app really needs chromecast support.and where did your hide the browse courses feature?,3
11/12/2015,"Is there a way to login to this app using digital tutors account? I can log in to pluralsight using digital tutors account in web, but not in the app",2
11/12/2015,"My account from Digital Tutors migrated to Pluralsight. Even though I can log in through the Web based interface with no problems on my mobile device, this app refuses to accept my information and keeps giving me the &quot;username does not match password&quot; error :/",1
11/11/2015,They finally made this app work well,4
11/11/2015,"The entire app was recently downgraded - removing the variable speed playback feature that sold me on them and the $500/year service (needed for watching courses offline). When you finish watching a single part of a module, the app moves to a random track in the course instead of the next track. If that's not enough you can't remove courses from your device once you're done with them, even if you're critically low on storage space. I'm not sure this warrants a 1/5 rating, but my prior rating was a 2 :-/",1
11/11/2015,"Major bugs seem fixed, better navigation would help, once in a course you lose standard buttons to suspend app and go to desktop",4
11/11/2015,"Uninstall old style version first and install from scratch!  Unbelievable but it doesn't work when upgrading from the old version (pre v2 - or the old style). When the app was upgraded the issues I faced were:   1) Previously downloaded videos had been removed!   2) Had to repeatedly sign-in to the App   3) Downloaded videos would only work for the current session i.e. would an error &quot;An unexpected error occurred&quot; would display if you attempted to viewed a video that had previously downloaded and had to sign-in again - perhaps an authentication type error?  So, by trial and error I uninstalled and then re-installed the application and everything seems to be working as expected - albeit you have to download videos again.  Not a great way to &quot;upgrade&quot; the application by not being backwards-compatible!",3
11/11/2015,"Downloaded offline courses don't work at all. Please make a simple and working app, we don't care about funky one.",1
11/11/2015,Video player doesn't work on my nexus 6. Good design though,1
11/10/2015,What happened? This app is useless if I can't watch courses at a quicker pace. I am actually shocked that this feature was removed.,1
11/10/2015,Please give me my old app.This is waste of time.doesn't remember where u had left.course deleted automatically. Don't waste time n bandwidth downloading courses and this app,1
11/10/2015,"After years of android neglect they've revamped the app, its much better now. Still a few niggles but overall better.",4
11/10/2015,Downloaded courses gets deleted arbitrarily. Offline doesn't work when using VPN without internet connection.,1
11/10/2015,Latest app iteration is a joke... a very bad joke. Less is _not_ more.,1
11/10/2015,Very sad... You can not watch download module if you are offline. I really don't get it... the purpose of downloading module is for watching them when you can not be online. Unfortunately you can not use the application when you don't have Internet connection.,1
11/9/2015,"Still no chromecast support, and the app doesn't even use the full tablet screen when rotating.",4
11/9/2015,"Still buggy. New version is even more limited on Android platforms. No playback controls, just pause and play.",1
11/9/2015,Basically doesn't work offline.  No speed control.  No back button(!).  A serious step backwards.  Really embarrassing.,1
11/9/2015,"Pluralsight, you have such a brilliant team of speakers with you. Please ask one of them to fix your app. This new update has ruined whatever good was there in the older version. Since this morning, I need to login every time and even then videos don't play. When videos used to play, they were not in order and I had to manually select the right video once one finished.",1
11/8/2015,"With so many excellent tutorials in the library i can't believe pluralsight is unable to produce a decent app. Offline player keeps crashing on a weak connection, you can't choose where on your phone the courses should be downloaded, and I have not found a way to delete stored courses on a video per video basis. You can't help but thinking they don't care, and give you a least effort app with basic features missing and lots of unstabilities. Shame on you guys...",1
11/8/2015,The application doesn't work on my nexus phone. I can't event go back to home page it just keep crashing,1
11/8/2015,As looks like other one.,3
11/7/2015,"The old app was much better than this one. No way to know where I am in a course. If I stop and try to continue later, it starts from the beginning. So frustrating.",1
11/7/2015,"No playback speed controls and no chromecast support. Why would I use an app when the website offers more/better features? Only useful feature is the ability to download and view courses offline, but it's simply not enough.",2
11/7/2015,It keeps starting back at the same lesson.  It doesn't seem to record that I'm 15 lessons lady that point.  They're is no way to mark three lessons completed manually either.,2
11/6/2015,The old version was fine this new improved version and I use the word improved loosely. Unable to download for offline view shows as Downloading but don't work and you have to keep signing in every time. Not sure who your devs are but I suggest they take one of your courses in how's to make apps...,1
11/6/2015,Please add this feature. Without it I'm going to have to find another tool for my online training.,2
11/5/2015,"1- where is the control for the video playback speed ? That feature is capital to me. 2- The videos aren't totally full screen. On a 5in screen, that's most important. 3- From a bookmarked course I would like to go to the course home page. Navigation could be improved.",3
11/5/2015,"I like new design and you have some good content. But there is loss of functionality in new release. And it is a big deal for me. New App: doesn't show what module I am playing right now; doesn't show which modules I've seen and which modules I haven't; no longer able to increase speed of replay which was very useful, because done lecturers speaking very slow; more difficult to browse courses.",2
11/5/2015,"This new version does not work in offline mode. I have downloaded a couple of courses,and every time I try and play a downloaded course I get 'unexpected error'",1
11/5/2015,This program tells me I'm not connected to the internet. So it can't show my downloaded content. Eh???. My subscription is a waste of money because the only time I can use these courses is when I'm traveling.,1
11/5/2015,"Cant play downloaded videos. No way to browse by category. This is not ready for beta and should not have been pushed to all users. Cant believe they rolled this into production! But hey, it looks great.",1
11/5/2015,"In the Table of Contents, you should replace the &quot;...&quot;  indicator with something more meaningful.  As a user, I would like to know if I have completed a clip.",1
11/5/2015,"I have been trying to use this application for close to a year, and when it works it is fantastic! However, each time I try to use this mobile app it is a roll of the dice because half of the time it doesn't play videos... Even when I have downloaded courses because my connection is sketchy! It often does not work with downloaded courses!",1
11/4/2015,"I like the direction of the new UI, but this was not ready for users yet. So many bugs from a few minutes of usage.",3
11/4/2015,Removes already downloaded courses. Only lists new courses. DO NOT UPDATE.,1
11/4/2015,Any chance we can get this back and working?,2
11/4/2015,Several features removed. It's full of bugs. It's horrible that Pluralsight treats customers like this,1
11/4/2015,Crisp an clear content,5
11/4/2015,Where is the option to delete the downlodes modules? And playback speed option?,1
11/4/2015,Downloading courses to local device is a huge mobile data saver. Excellent course content. Needs Chromecast support.,4
11/4/2015,"This new app does not support most of the functions I could use in your old application. Video playback is taking 80 percent of the screen real estate and there is no way to go to full screen, video navigation is placed awkwardly at the top of the screen, there is no way to speed up playback,...  What is this a beta test? I rarely if ever write a bad review, but this is a major disappointment.",1
11/4/2015,Does not keep track of your progress when you've downloaded a course and follow it.,4
11/3/2015,Hate this app,1
11/3/2015,"Good job everyone, I can finally watch videos in landscape mode without the audio sttuering the whole time. Offline access works perfectly for me :).",4
11/3/2015,This is a nice app but is missing the playback at 2.x speed.  Now it takes for ever to go through the content.  People talk to slow when presenting.,1
11/3/2015,The new app is unusable. Very hard to nevigate. Cant access all courses. Can't download a part of a course. Cant download the content to the external micro sd card. I would like to have The same functionality of the Web page .,2
11/3/2015,Fantastic rework. Much needed and well done.,5
11/3/2015,"5 stars if the full screen issue is fixed. However, currently the video doesn't expand to fill the screen.",4
11/3/2015,Where is option for sign up or registration? It's incomplete of registration is possible only via web.,3
11/3/2015,The new version has lot of improvements and new features. It syncs your progress and shows the list of bookmarks. The missing part is recommendations which is quite important.,4
11/3/2015,"It doesn't download reliably, courses which have been downloaded vanish from the list. It jumps around all over the place. I  can't find a way to delete what it has downloaded. Perhaps the app developers need some training :-)",1
11/3/2015,Do you guys even use the app? Horrible release. Watch some pluralsight vids about UX and product development!,1
11/3/2015,"I doubt I'll ever be able to get through a course without increasing playback speed. I love them, but I NEED to speed them up.  For a subscription service ABOUT coding and tech this should not be missing and other issues surprise me as well...",1
11/3/2015,I am unable to view videos using this app. Always get unexpected error occurred message and nothing is shown but loading.,2
11/2/2015,The new version circa October 2015 is missing key functionality.  Deal breaker.,2
11/2/2015,"Ok, so, everytime it tries to download a clip longer than 20 min it crashes. This on a Galaxy S6 edge. Also, I cannot find how to delete downloaded modules. I don't want to download the whole course!",2
11/2/2015,STILL no Chromecast support.  No course progress tracking by module as in the old app. Hitting the download buttons more than once downloads the same clips more than once. No way to remove downloaded clips.  I had to uninstall app to delete clips.  Please bring back the old app.  This one is too painful.,2
11/1/2015,"The new app is looking much better but have some issues (on nexus 6): 1. When I'm watching one of videos of the second module the app jumps to the next video by the sequent number but at the first module and I need manually got to the next one in currently watched module. 2. I can't delete separate video/module, only all the videos of the course. 3. Can't find the video speed manipulation controls. 4. Overall the app is not really intuitive - for example I've spent some time till the delete video button fou",3
11/1/2015,"Audio stutters when device is in landscape, can't follow any tutorial like that. Newest app doesn't even have category browse!!!",1
11/1/2015,It's rebuilt from scratch and this is the trash that comes out of it. AND STILL NO CHROMECAST.......... time to find some new developers.,1
11/1/2015,No option to speed up the (sometimes very slow talking) video. The app doesn't remember where in a video I stopped. Videos not always using the full screen Etc... Good trainings though.,2
11/1/2015,"You've fixed login problems, and the new app is pretty and functional both. Well done!",5
11/1/2015,I love Pluralsight! Just hope the app can support Chromecast in near future!,4
11/1/2015,"Major usability problem with the new version: you can see newest courses and the most popular, and search, but you can't Browse Courses or even categories. This isn't a problem if you already know what you're looking for, but course discovery is tough. This is IMO a basic feature and it's puzzling that it's not available here.",3
11/1/2015,"The new design is way better than the older one, and the latest update fixed the issue with the opening. Keep up the good work! :)",5
11/1/2015,"The new version has removed lots of features. Firstly it removes all your downloaded courses. Secondly you can't control the speed to have to listen to all the videos in a slow drawl. It also no longer tells you which clips you have watched already. You can't stop the downloads so if you are on mobile connection it will eat up all your data. Unremitting garbage. They ask us to 'hang tight', how about you finish development before realising such dross. Will be cancelling my account.",1
11/1/2015,The new interface is missing so much that this app is pretty useless to me. Might as well use the website and Chrome. Can't stop downloads of courses when they start and videos don't have categories in the app if you're looking for a particular subset of videos.,1
11/1/2015,"No features, no speed, unable to view navigation, no cc, in short a total downgrade",1
